Type,Value
Data Source,Cold_11LTAN_Nominal_500 : TMD : THERMAL_REVAMP1_COLD_11L
Element,69607
,
,
Time[s],Temperature
814.0,-24.58719113131557
815.0,-24.58665254413804
816.0,-24.586040481493633
817.0,-24.58535197797901
818.0,-24.584587235515205
819.0,-24.583746637612006
820.0,-24.582830560165412
821.0,-24.58179931929067
822.0,-24.580546251033834
823.0,-24.57906628050746
824.0,-24.57736042115115
825.0,-24.57542968054522
826.0,-24.573107167208224
827.0,-24.569942407741863
828.0,-24.565913092853343
829.0,-24.561022876842816
830.0,-24.555275429585773
831.0,-24.548741647148482
832.0,-24.54160690241841
833.0,-24.53388400951902
834.0,-24.525575230398605
835.0,-24.51668283444389
836.0,-24.50728232827389
837.0,-24.497575448204298
838.0,-24.48757517179132
839.0,-24.477282778195942
840.0,-24.466699515216398
841.0,-24.45590334543892
842.0,-24.445105756296567
843.0,-24.434319277305395
844.0,-24.42354399159877
845.0,-24.412779949013387
846.0,-24.40207650443563
847.0,-24.391569669537873
848.0,-24.38126680085933
849.0,-24.371167122960692
850.0,-24.36126983346105
851.0,-24.351593088514846
852.0,-24.342188683641982
853.0,-24.33305860831131
854.0,-24.324201671215043
855.0,-24.315616666841276
856.0,-24.307301692184616
857.0,-24.29925362860589
858.0,-24.291471180489022
859.0,-24.283953163131322
860.0,-24.276698387576324
861.0,-24.269698330978752
862.0,-24.26293121357231
863.0,-24.256394709823965
864.0,-24.250087755482046
865.0,-24.244009286485873
866.0,-24.238137607945536
867.0,-24.232413369121655
868.0,-24.22683229476557
869.0,-24.221393714058276
870.0,-24.216096960334067
871.0,-24.21091584471116
872.0,-24.205777054452668
873.0,-24.20067572912344
874.0,-24.195611535447995
875.0,-24.190584150379284
876.0,-24.1855701581614
877.0,-24.180503080596658
878.0,-24.175378755553936
879.0,-24.170197181353444
880.0,-24.16495836728357
881.0,-24.159631826834232
882.0,-24.154129707465824
883.0,-24.148446986442437
884.0,-24.14258421424549
885.0,-24.13654195019571
886.0,-24.130292915335342
887.0,-24.12375698379982
888.0,-24.11693000182676
889.0,-24.10981298427064
890.0,-24.102406953625966
891.0,-24.09469819995782
892.0,-24.08664484335069
893.0,-24.07824542000815
894.0,-24.06950124950186
895.0,-24.060413653109016
896.0,-24.050949191010574
897.0,-24.041007399146125
898.0,-24.030583513081574
899.0,-24.01967944395541
900.0,-24.008297105268525
901.0,-23.996427562619512
902.0,-23.98404076538023
903.0,-23.971136631978432
904.0,-23.957717198208297
905.0,-23.943784497682287
906.0,-23.929308773183106
907.0,-23.91419793002082
908.0,-23.89844811775071
909.0,-23.88206180230731
910.0,-23.8650414489596
911.0,-23.84737345437054
912.0,-23.829012492044715
913.0,-23.809958079223563
914.0,-23.790212976645083
915.0,-23.76977993802068
916.0,-23.748686857386335
917.0,-23.727011727654176
918.0,-23.704762071599646
919.0,-23.681940224230832
920.0,-23.658548502078876
921.0,-23.634642259085226
922.0,-23.610383372118708
923.0,-23.585784356449206
924.0,-23.560846612411993
925.0,-23.535571514896127
926.0,-23.510001011835612
927.0,-23.484259189135837
928.0,-23.458355294082413
929.0,-23.432289922039743
930.0,-23.40606364408384
931.0,-23.379749229515838
932.0,-23.35356679105278
933.0,-23.327531241777113
934.0,-23.301641860833954
935.0,-23.275897898336726
936.0,-23.250354473059502
